title;year;rating;studio;duration;must_see;metascore;user_score;number_critics;number_users;genre;director;writer;summary
The Super 8 Years;2022;;Kino Lorber;1 h 3 m;False;82;tbd;8;;Documentary, Biography, Drama;Annie Ernaux, David Ernaux-Briot;Annie Ernaux;The French writer and 2022 Nobel Prize awardee Annie Ernaux, whose novels and memoirs have gained her a devoted following (and whose autobiographical L’Événement was adapted just last year into the critically acclaimed film Happening), opens a treasure trove with this delicate journey into her family’s memory. Compiled from gorgeously textured home movie images from 1972 to 1981 – when her first books were published, her sons became teenagers, and her husband Philippe brought an 8mm film camera everywhere they went – this portrait of a time, place, and moment of personal and political significance takes us from holidays and family rituals in suburban bourgeois France to trips abroad in Albania and Egypt, Spain and the USSR. Supplying her own introspective voiceover, Ernaux and her co-filmmaker, her son David, guide the viewer through fragments of a decade, diffuse and vivid in equal measure. The Super 8 Years is a remarkable visual extension of Ernaux’s ongoing literary project to make sense of the mysterious past and the unknowable future..
The Celebration;1998;R;October Films;1 h 45 m;False;82;8.3;7;35.0;Drama;Thomas Vinterberg;Mogens Rukov, Thomas Vinterberg;At Helge's 60th birthday party, some unpleasant family truths are revealed.
Broadway Danny Rose;1984;PG;Orion Pictures;1 h 24 m;True;82;7.2;17;14.0;Comedy;Woody Allen;Woody Allen;In his attempts to reconcile a lounge singer with his mistress, a hapless talent agent is mistaken as her lover by a jealous gangster.
Taxi to the Dark Side;2008;R;THINKFilm;1 h 46 m;True;82;6.6;25;28.0;Documentary, Crime, History, War;Alex Gibney;Alex Gibney;Taxi to the Darkside, the latest prize-winning documentary from Oscar-nominee Alex Gibney, confirms his standing as one of the foremost non-fiction filmmakers working today. A stunning inquiry into the suspicious death of an Afghani taxi driver at Bagram air base in 2002, the film is a fastidiously assembled, uncommonly well-researched examination of how an innocent civilian was apprehended, imprisoned, tortured, and ultimately murdered by the greatest democracy on earth. Intermingling documents and records of the incident with candid testimony from eyewitnesses and participants, the film uncovers an inescapable link between the tragic incidents that unfolded in Bagram and the policies made at the very highest level of the United States government in Washington, D.C. Combining the cool detachment of a forensic expert with the heated indignation of a proud American who holds his country to a high standard, Gibney’s film reveals how the Bush administration has systematically betrayed the very ideals it professes to uphold. (THINKFilm).
Mirror (1975);1983;TV-PG;Kino Video;1 h 47 m;False;82;8.1;14;27.0;Biography, Drama;Andrei Tarkovsky;Aleksandr Misharin, Arseniy Tarkovskiy, Andrei Tarkovsky;A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.
Nuts!;2016;Unrated;mTuckman Media;1 h 19 m;True;82;tbd;20;;Documentary, Animation;Penny Lane;Thom Stylinski;The mostly true story of Dr. John Romulus Brinkley, an eccentric genius who built an empire with his goat-testicle impotence cure and a million-watt radio station.
Repo Man;1984;R;Universal Pictures;1 h 32 m;True;82;7.8;21;49.0;Action, Comedy, Crime, Sci-Fi, Thriller;Alex Cox;Alex Cox;Otto (Estevez) loses his job as a stock boy in a supermarket in Los Angeles and spends his evenings in the punk underground before encountering Bud (Stanton) who brings him into the life of professional car repossessing. Meanwhile, a nuclear physicist (Harris) has stolen something dangerous and glowing which he stashes into the trunk of his 1964 Chevy Malibu. A mid-eighties cult classic..
Pig;2021;R;Neon;1 h 32 m;True;82;7.1;39;206.0;Drama, Mystery;Michael Sarnoski;Vanessa Block;A truffle hunter who lives alone in the Oregonian wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.
Give Me Liberty;2019;;Music Box Films;1 h 50 m;False;82;7.6;13;16.0;Comedy, Drama;Kirill Mikhanovsky;Alice Austen, Kirill Mikhanovsky;Medical transport driver Vic is late, but it’s not his fault. Roads are closed for a protest, and no one else can shuttle his Russian grandfather and émigré friends to a funeral. The new route uproots his scheduled clients, particularly Tracy (Lauren “Lolo” Spencer), a vibrant young woman with ALS. As the day goes from hectic to off-the-rails, their collective ride becomes a hilarious, compassionate, and intersectional portrait of American dreams and disenchantment. [Music Box Films].
Marjorie Prime;2017;;FilmRise;1 h 39 m;True;82;7.3;28;38.0;Drama, Mystery, Romance, Sci-Fi;Michael Almereyda;Jordan Harrison, Michael Almereyda;In the near future, a time of artificial intelligence: 86-year-old Marjorie (Lois Smith)—a jumble of disparate, fading memories—has a handsome new companion (Jon Hamm) who looks like her deceased husband and is programmed to feed the story of her life back to her. What would we remember, and what would we forget, if given the chance? 
Sorry We Missed You;2020;Not Rated;Kino Lorber;1 h 41 m;True;82;7.9;29;50.0;Drama;Ken Loach;Paul Laverty;Ricky, a former laborer, and his home-attendant wife Abby—who lost their home in the 2008 financial crash—are desperate to get out of their financial distress. When an opportunity comes up for Ricky to work as his own boss as a delivery driver, they sell their only asset, Abby’s car, to trade it in for a shiny new white van and the dream that Ricky can work his way up to someday owning his own delivery franchise.  But the couple find their lives are quickly pushed further to the edge by an unrelenting work schedule, a ruthless supervisor and the needs of their two teenage children.  [Zeitgeist Films].
Once Upon a Time in the West (re-release);2005;PG;Paramount Pictures;2 h 46 m;False;82;8.3;9;266.0;Western;Sergio Leone;Sergio Donati, Dario Argento, Bernardo Bertolucci, Sergio Leone;Sergio Leone's monumental epic is as big as its Monument Valley locations, as grand as its fine, distinguished cast, as tough and bawdy as every kid imagines the Old West.  (Paramount)
Sisters with Transistors;2021;;Metrograph Pictures;1 h 26 m;False;82;tbd;10;;Documentary, Music;Lisa Rovner;Sophia Al-Maria, Lisa Rovner;Narrated by legendary multimedia artist Laurie Anderson, Lisa Rovner’s Sisters with Transistors showcases the music of and rare interviews with female electronic pioneers Clara Rockmore, Delia Derbyshire, Daphne Oram, Éliane Radigue, Maryanne Amacher, Bebe Barron, Suzanne Ciani, Pauline Oliveros, Laurie Spiegel, and Wendy Carlos.. As Rovner’s documentary demonstrates, these women—many of whom were classically trained musicians, brilliant mathematicians, or a combination of both—relished the freedom of electronic music, even as they were discriminated against because of their gender and because of their chosen medium. (More often than not, these biases intersected: Ciani, who was asked to score 1981’s The Incredible Shrinking Woman—a vehicle for Lily Tomlin, written by Jane Wagner—by a female executive, had to wait nearly 20 years until another woman was in charge of a studio to get another such offer.) Through their inventiveness and rebellion, these trailblazers’ music went on to influence musicians working in a variety of genres, and proved the worthiness of going electric.  Sisters with Transistors is an essential primer for those interested in discovering this vital, oft-overlooked history but also offers plenty of pleasures for crate-digging experimental music obsessives who know the BBC Radiophonic Workshop’s output like the back of their hand. Contemporary musicians, such as Holly Herndon and Kim Gordon, also offer insights into their forebears’ indelible music and their personal significance. [Metrograph Pictures].
Steve Jobs;2015;R;Universal Pictures;2 h 2 m;True;82;7.1;45;526.0;Biography, Drama;Danny Boyle;Aaron Sorkin, Walter Isaacson;Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter. [Universal Pictures]
Marley;2012;PG-13;Blue Fox Entertainment;2 h 24 m;True;82;8.1;32;33.0;Documentary, Biography, Music;Kevin Macdonald;;Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. Marley is the definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international superstardom. Made with the support of the Marley family, the film features rare footage, incredible performances and revelatory interviews with the people that knew him best. (Magnolia Pictures).
The Agronomist;2004;PG-13;THINKFilm;1 h 30 m;True;82;tbd;29;;Documentary, Biography, History;Jonathan Demme;;This documentary is a profile of Jean Dominique, a Haitian radio journalist and human rights activist who was assassinated in 2000.
Touching the Void;2004;R;IFC Films;1 h 46 m;True;82;8.2;34;32.0;Documentary, Adventure, Drama, Sport;Kevin Macdonald;Joe Simpson;This documentary follows the climbers Joe Simpson and Simon Yates as they set out to climb the west face of the Siula Grande in the Peruvian Andes.
Le Havre;2011;Not Rated;Janus Films;1 h 33 m;True;82;7.1;26;43.0;Comedy, Drama;Aki Kaurismäki;Aki Kaurismäki;In this warmhearted portrait of the French harbor city that gives the film its name, fate throws young African refugee Idrissa into the path of Marcel Marx, a well-spoken bohemian who works as a shoe-shiner. With innate optimism and the unwavering support of his community, Marcel stands up to officials doggedly pursuing the boy for deportation. A political fairy tale that exists somewhere between the reality of contemporary France and the classic cinema of Jean-Pierre Melville and Marcel Carné, Le Havre is a charming, deadpan delight. [Janus Films].
The Holdovers;2023;R;Focus Features;2 h 13 m;True;82;8.0;61;192.0;Comedy, Drama;Alexander Payne;David Hemingson;A curmudgeonly instructor (Paul Giamatti) at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually he forms an unlikely bond with one of them -- a damaged, brainy troublemaker (newcomer Dominic Sessa) -- and with the school’s head cook, who has just lost a son in Vietnam (Da’Vine Joy Randolph)..
To Be Heard;2011;;ITVS International;1 h 27 m;False;82;tbd;7;;Documentary;Roland Legiardi-Laura, Edwin Martinez, Deborah Shaffer, Amy Sultan;;To Be Heard is the story of three teens from the South Bronx whose struggle to change their lives begins when they start to write poetry. As writing and reciting become vehicles for their expressions of love, friendship, frustration, and hope, we watch these three youngsters emerge as accomplished self-aware artists, who use their creativity to alter their circumstances. (ITVS).
Araby;2018;;Grasshopper Film;1 h 37 m;False;82;6.5;8;;Drama;João Dumans, Affonso Uchoa;João Dumans, Affonso Uchoa;Andre, a teenager, lives in an industrial town in Brazil near an old aluminum factory. One day, a factory worker, Cristiano, suffers an accident. Asked to go to Cristiano’s house to pick up clothes and documents, Andre stumbles on a notebook, and it’s here that Araby begins — or, rather, transforms. As Andre reads from the journal entries, we are plunged into Cristiano’s life, into stories of his wanderings, adventures, and loves. Beautifully written and filmed, Araby is a fable-like road movie about a young man who sets off on a ten-year journey in search of a better life. [Grasshopper Film].
Sound of Metal;2020;R;Amazon Studios;;True;82;8.0;37;246.0;Drama, Music;Darius Marder;Abraham Marder, Derek Cianfrance, Darius Marder;During a series of adrenaline-fueled one-night gigs, itinerant punk-metal drummer Ruben (Riz Ahmed) begins to experience intermittent hearing loss. When a specialist tells him his condition will rapidly worsen, he thinks his music career — and with it his life — is over. His bandmate and girlfriend Lou (Olivia Cooke) checks the recovering heroin addict into a secluded sober house for the deaf in hopes it will prevent a relapse and help him learn to adapt to his new situation. But after being welcomed into a community that accepts him just as he is, Ruben has to choose between his equilibrium and the drive to reclaim the life he once knew. .
The Sundowners;1960;Approved;Warner Bros.;2 h 13 m;False;82;tbd;9;;Drama;Fred Zinnemann;Isobel Lennart, Jon Cleary;In Australia's Outback during the early twentieth century, the impoverished Carmody family lives a nomadic life out of their wagon, but the mom and son want to settle, while the dad is against it.
Embrace of the Serpent;2016;Not Rated;Oscilloscope;2 h 5 m;True;82;7.8;31;79.0;Adventure, Biography, Drama;Ciro Guerra;Cristina Gallego, Theodor Koch-Grünberg, Richard Evans Schultes, Jacques Toulemonde Vidal, Ciro Guerra;Embrace of the Serpent centers on Karamakate, an Amazonian shaman and the last survivor of his people, and the two scientists who, over the course of 40 years, build a friendship with him. The film was inspired by the real-life journals of two explorers (Theodor Koch-Grünberg and Richard Evans Schultes) who traveled through the Colombian Amazon during the last century in search of the sacred and difficult-to-find psychedelic Yakruna plant. [Oscilloscope Pictures].
Under African Skies;2012;Not Rated;A+E Networks;1 h 48 m;False;82;tbd;8;;Documentary, Biography, History, Music;Joe Berlinger;;Paul Simon’s Grammy-winning album Graceland – an irresistible and groundbreaking fusion of American and South African pop music — was an immediate hit when it was released in 1986. It also proved to be a lightning rod for controversy, after South African leaders protested that Simon had broken the cultural boycott of the nation’s oppressively racist apartheid regime. In the documentary Under African Skies, premiering at the 2012 Sundance Film Festival, Simon returns to South Africa, which formally ended apartheid in 1994 — 25 years after Graceland‘s release. Director Joe Berlinger (Paradise Lost 3: Purgatory) follows Simon as he reunites with his South African collaborators, and revisits the controversy the album caused, while luminaries like Oprah Winfrey, Quincy Jones, Lorne Michaels, David Bryne and Sir Paul McCartney share their thoughts on what the album meant to them. (Radical Media).
Sieranevada;2017;;Mares Filmes;2 h 53 m;False;82;6.7;10;9.0;Comedy, Drama;Cristi Puiu;Cristi Puiu;Three days after the terrorist attack on the offices of Parisian weekly Charlie Hebdo and forty days after the death of his father, Lary, a doctor in his forties is about to spend the Saturday at a family gathering to commemorate the deceased.But the occasion does not go according to expectations. Forced to confront his fears and his past, to rethink the place he holds within the family, Lary finds himself constraint to tell his version of the truth..
Between the Temples;;;;1 h 51 m;False;82;tbd;14;;Comedy;Nathan Silver;C. Mason Wells, Nathan Silver;A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.
Da 5 Bloods;2020;R;Netflix;2 h 34 m;True;82;5.8;49;321.0;Adventure, Drama, War;Spike Lee;Danny Bilson, Paul De Meo, Kevin Willmott, Matthew Billingsly, Spike Lee;Four African-American Vets — Paul (Delroy Lindo), Otis (Clarke Peters), Eddie (Norm Lewis), and Melvin (Isiah Whitlock, Jr.) — return to Vietnam. Searching for the remains of their fallen Squad Leader (Chadwick Boseman) and the promise of buried treasure, our heroes, joined by Paul's concerned son (Jonathan Majors), battle forces of Man and Nature — while confronted by the lasting ravages of The Immorality of The Vietnam War. [Netflix].
Side by Side;2012;Not Rated;Tribeca Films;1 h 39 m;True;82;8.1;20;39.0;Documentary;Christopher Kenneally;Christopher Kenneally;Join Keanu Reeves on a tour of the past and the future of filmmaking in SIDE BY SIDE. Since the invention of cinema, the standard format for recording moving images has been film. Over the past two decades, a new form of digital filmmaking has emerged, creating a groundbreaking evolution in the medium. Reeves explores the development of cinema and the impact of digital filmmaking via in-depth interviews with Hollywood masters, such as James Cameron, David Fincher, David Lynch, Martin Scorsese, Steven Soderbergh, and many more. (Tribeca Films).
The Last Black Man in San Francisco;2019;R;A24;2 h 1 m;True;82;7.1;39;77.0;Drama;Joe Talbot;Jimmie Fails, Rob Richert, Emma Nicholls, Fritzi Adelman, Prentice Sanders, Joe Talbot;Jimmie Fails dreams of reclaiming the Victorian home his grandfather built in the heart of San Francisco. Joined on his quest by his best friend Mont, Jimmie searches for belonging in a rapidly changing city that seems to have left them behind. As he struggles to reconnect with his family and reconstruct the community he longs for, his hopes blind him to the reality of his situation. [A24].
Days of Glory;2006;R;IFC Films;2 h 3 m;True;82;6.7;25;10.0;Action, Drama, War;Rachid Bouchareb;Olivier Lorelle, Rachid Bouchareb;"1943.  The young North Africans had never stepped foot on French soil but because France was at war, Said, Abdelkader, Messaoud and Yassir enlisted in the French Army, along with 130,000 other ""indigenous soldiers,"" to liberate the ""fatherland"" from the Nazi enemy. These heroes that history forgot won battles in Italy, Provence and the Vosges before finding themselves alone to defend an Alsatian village against a German battalion.  (The Weinstein Company)."
